"Movie","Year","Duration","Genres","Rating","Num_of_Votes","Five_Year","Final_Genre","Types_of_Duration"
"Variações: Guardian Angel",2019,109,"Biography,Drama,Music",7.3,2302,"2015","Drama","Long"
"X-Large",2011,140,"Comedy,Drama,Family",7.3,2829,"2010","Comedy","Extremely Long"
"Rommel",2012,120,"Action,Biography,Drama",6.5,1783,"2010","Drama","Extremely Long"
"I Still See You",2018,98,"Fantasy,Horror,Sci-Fi",5.8,8081,"2015","Fantasy","Just Nice"
"I Am a Mother",2012,90,"Crime,Drama",6.5,1021,"2010","Crime","Very Short"
"The Last Step",2012,88,"Drama",7.2,1244,"2010","Drama","Very Short"
"Big Time Movie",2012,68,"Comedy",6.5,1610,"2010","Comedy","Very Short"
"Turning Tide",2013,101,"Adventure,Drama,Sport",6.4,2203,"2010","Sport","Just Nice"
"Drug War",2012,107,"Action,Crime,Drama",7,9210,"2010","Crime","Long"
"Fear Clinic",2014,95,"Horror",4.9,6266,"2010","Horror","Short"
"In Fear",2013,85,"Horror,Mystery,Thriller",5.4,8697,"2010","Horror","Very Short"
"Let It Shine",2012,104,"Drama,Family,Music",6.4,2880,"2010","Drama","Just Nice"
"Khiladi 786",2012,141,"Action,Comedy",4.2,6187,"2010","Action","Extremely Long"
"Wrong Cops",2013,83,"Comedy,Crime",6,6845,"2010","Comedy","Very Short"
"My Man Is a Loser",2014,95,"Comedy",4.3,1279,"2010","Comedy","Short"
"Zila Ghaziabad",2013,142,"Action,Crime,Thriller",3.5,1257,"2010","Action","Extremely Long"
"Dead Mine",2012,87,"Action,Horror",4.5,2900,"2010","Action","Very Short"
"Empire State",2013,94,"Action,Crime,Thriller",5.2,19508,"2010","Crime","Short"
"Tricked",2012,55,"Comedy,Drama,Romance",6.1,1107,"2010","Comedy","Very Short"
"Fugitive at 17",2012,84,"Crime,Mystery,Thriller",6.1,1229,"2010","Thriller","Very Short"
"Happy Valley",2014,98,"Documentary,Drama,Sport",7.1,1121,"2010","Documentary","Just Nice"
"Nightfall",2012,108,"Action,Crime,Thriller",6.4,1024,"2010","Thriller","Long"
"Små citroner gula",2013,99,"Comedy,Romance",6,1705,"2010","Romance","Just Nice"
"Student of the Year",2012,146,"Comedy,Drama,Romance",5.3,14908,"2010","Comedy","Extremely Long"
"Life in a Fishbowl",2014,129,"Drama",7.2,1669,"2010","Drama","Extremely Long"
"Maps to the Stars",2014,111,"Comedy,Drama",6.2,37559,"2010","Drama","Long"
"3 Days to Kill",2014,117,"Action,Drama,Thriller",6.2,86173,"2010","Drama","Long"
"Metallica Through the Never",2013,93,"Music",7.2,16445,"2010","Music","Short"
"The Art of the Steal",2013,90,"Comedy,Crime,Thriller",6.3,23065,"2010","Crime","Very Short"
"Deranged",2012,109,"Drama",6.4,2092,"2010","Drama","Long"
"All About My Wife",2012,121,"Comedy,Drama,Romance",6.7,1291,"2010","Comedy","Extremely Long"
"The Wooden Bridge",2012,98,"Drama,Romance",5.6,1065,"2010","Drama","Just Nice"
"Immaturi - Il viaggio",2012,100,"Comedy",5.8,1503,"2010","Comedy","Just Nice"
"To Be Takei",2014,94,"Biography,Documentary",6.8,1458,"2010","Biography","Short"
"Adam Chaplin",2011,84,"Action,Crime,Horror",5.6,1676,"2010","Crime","Very Short"
"Spirit",2012,165,"Comedy,Drama",7.5,1772,"2010","Drama","Extremely Long"
"Jab Tak Hai Jaan",2012,198,"Drama,Romance",6.7,50616,"2010","Romance","Extremely Long"
"The Smell of Us",2014,92,"Drama",5,1400,"2010","Drama","Short"
"Ejecta",2014,82,"Horror,Sci-Fi",3.7,1344,"2010","Sci-Fi","Very Short"
"Carmina or Blow Up",2012,70,"Comedy,Drama",6.3,2180,"2010","Comedy","Very Short"
"Caesar Must Die",2012,77,"Drama",7.3,6143,"2010","Drama","Very Short"
"The Monuments Men",2014,118,"Comedy,Drama,History",6.1,123378,"2010","Drama","Long"
"The Search",2014,135,"Drama,War",6.8,2483,"2010","Drama","Extremely Long"
"We Are Legion: The Story of the Hacktivists",2012,93,"Documentary",7.3,9543,"2010","Documentary","Short"
"The Rocket",2013,100,"Drama",7.3,2917,"2010","Drama","Just Nice"
"Yeh Jawaani Hai Deewani",2013,160,"Drama,Musical,Romance",7.1,37594,"2010","Drama","Extremely Long"
"Son of Sardaar",2012,141,"Action,Comedy",4,8723,"2010","Comedy","Extremely Long"
"The Lady Vanishes",2013,90,"Mystery,Thriller",6.1,1665,"2010","Mystery","Very Short"
"Dormant Beauty",2012,115,"Drama",6.2,1545,"2010","Drama","Long"
"1 Mile to You",2017,104,"Drama,Romance,Sport",6.3,2260,"2015","Drama","Just Nice"
"Summer in February",2013,100,"Biography,Drama,Romance",5.6,3838,"2010","Romance","Just Nice"
"Una noche",2012,90,"Drama,Romance",6.8,1804,"2010","Drama","Very Short"
"The Purge",2013,85,"Horror,Thriller",5.7,199441,"2010","Thriller","Very Short"
"Love on a Leash",2011,90,"Comedy,Drama,Fantasy",9.2,6650,"2010","Fantasy","Very Short"
"Cold War",2012,102,"Action,Crime,Mystery",6.6,4170,"2010","Action","Just Nice"
"All Stars",2013,106,"Comedy,Family",5,1016,"2010","Family","Long"
"Five Dances",2013,83,"Drama,Music,Romance",7.1,2499,"2010","Romance","Very Short"
"Battle Ground",2013,95,"Action,Drama,War",4.9,1877,"2010","Drama","Short"
"It Boy",2013,92,"Comedy,Romance",6.4,8683,"2010","Comedy","Short"
"Howling",2012,114,"Action,Thriller",6.2,1752,"2010","Action","Long"
"Landmine Goes Click",2015,105,"Action,Crime,Drama",6,4909,"2015","Drama","Just Nice"
"Luv Shuv Tey Chicken Khurana",2012,140,"Comedy",6.6,3584,"2010","Comedy","Extremely Long"
"Child's Pose",2013,112,"Drama",7.4,7701,"2010","Drama","Long"
"Thuppakki",2012,165,"Action,Thriller",7.9,22970,"2010","Thriller","Extremely Long"
"Pernicious",2014,90,"Horror,Thriller",4.6,2483,"2010","Horror","Very Short"
"Escape from Tomorrow",2013,90,"Drama,Fantasy,Horror",5.1,9100,"2010","Horror","Very Short"
"Neighboring Sounds",2012,131,"Drama,Thriller",7.2,7094,"2010","Thriller","Extremely Long"
"Safelight",2015,84,"Drama",5.9,1822,"2015","Drama","Very Short"
"Living",2012,119,"Drama",7.2,1369,"2010","Drama","Long"
"Stage Fright",2014,89,"Comedy,Horror,Musical",5.2,4353,"2010","Comedy","Very Short"
"A Promise",2013,98,"Drama,Romance",5.8,3846,"2010","Drama","Just Nice"
"Watchtower",2012,96,"Drama",7.1,2120,"2010","Drama","Short"
"ATM: Er Rak Error",2012,123,"Comedy,Romance",7.1,2005,"2010","Romance","Extremely Long"
"Sex, Drugs & Taxation",2013,110,"Biography,Drama",6.6,2060,"2010","Biography","Long"
"Grown Ups 2",2013,101,"Comedy",5.4,138562,"2010","Comedy","Just Nice"
"Jodi Breakers",2012,127,"Comedy,Musical,Romance",3.5,1091,"2010","Romance","Extremely Long"
"One Wild Moment",2015,105,"Comedy,Drama,Romance",6.3,8097,"2015","Drama","Just Nice"
"Proxy",2013,120,"Drama,Horror,Thriller",5.7,3904,"2010","Thriller","Extremely Long"
"The Dark Horse",2014,124,"Biography,Drama",7.5,5724,"2010","Drama","Extremely Long"
"Gizem Birimi",2013,95,"Sci-Fi",7.8,1059,"2010","Sci-Fi","Short"
"Short Stories",2012,105,"Comedy,Drama,Mystery",7,1578,"2010","Drama","Just Nice"
"The Anderssons in Greece",2012,85,"Comedy,Family",4.1,1564,"2010","Family","Very Short"
"Rewind",2013,76,"Action,Sci-Fi,Thriller",6.2,1381,"2010","Sci-Fi","Very Short"
"The Counselor",2013,117,"Crime,Drama,Thriller",5.3,95624,"2010","Crime","Long"
"Welcome to the Jungle",2013,95,"Action,Adventure,Comedy",4.9,12230,"2010","Adventure","Short"
"I Am Shahid Afridi",2013,130,"Drama,Sport",7.4,4512,"2010","Drama","Extremely Long"
"Hammer of the Gods",2013,99,"Action,History,Horror",4.5,7725,"2010","Action","Just Nice"
"Nearlyweds",2013,90,"Comedy,Romance",5.7,1299,"2010","Romance","Very Short"
"About Time",2013,123,"Comedy,Drama,Fantasy",7.8,292314,"2010","Drama","Extremely Long"
"Kokowääh 2",2013,122,"Comedy",5.4,3729,"2010","Comedy","Extremely Long"
"Puella Magi Madoka Magica the Movie Part 2: Eternal",2012,109,"Animation,Fantasy,Mystery",8,1223,"2010","Mystery","Long"
"The Barber",2014,95,"Thriller",5.9,2423,"2010","Thriller","Short"
"Prince Avalanche",2013,94,"Comedy,Drama",6.3,18798,"2010","Comedy","Short"
"Mig äger ingen",2013,104,"Drama",6.8,2051,"2010","Drama","Just Nice"
"Jatt & Juliet",2012,140,"Comedy,Romance",7.5,2306,"2010","Comedy","Extremely Long"
"Pornopung",2013,96,"Comedy,Drama",6.1,1458,"2010","Drama","Short"
"Seethamma Vakitlo Sirimalle Chettu",2013,159,"Comedy,Drama,Family",7.5,5163,"2010","Family","Extremely Long"
"The Outsider",2014,94,"Action,Crime,Drama",4.7,2494,"2010","Drama","Short"
"Coldwater",2013,104,"Drama,Thriller",6.4,3971,"2010","Thriller","Just Nice"
"The Wedding Pact",2014,91,"Comedy,Romance",3.8,2224,"2010","Romance","Short"
"Futuro Beach",2014,106,"Drama,Romance",6.4,2734,"2010","Drama","Long"
"Run All Night",2015,114,"Action,Crime,Thriller",6.6,100510,"2015","Action","Long"
"Vishwaroopam",2013,148,"Action,Thriller",8.2,38539,"2010","Action","Extremely Long"
"A Boy Called Sailboat",2018,92,"Comedy,Drama,Family",6.7,1008,"2015","Comedy","Short"
"Some Girl(s)",2013,90,"Comedy,Drama",4.5,3505,"2010","Drama","Very Short"
"The Hot Flashes",2013,99,"Comedy,Sport",5.1,1819,"2010","Comedy","Just Nice"
"Guns for Hire",2015,83,"Comedy,Drama,Thriller",5.6,2551,"2015","Thriller","Very Short"
"A Teacher",2013,75,"Drama,Romance",4.7,4282,"2010","Romance","Very Short"
"Ab Tak Chhappan 2",2015,106,"Action,Crime,Thriller",5.8,1292,"2015","Action","Long"
"Love",2012,128,"Drama,Romance",6.5,1444,"2010","Romance","Extremely Long"
"Everybody in Our Family",2012,107,"Drama",7.4,1355,"2010","Drama","Long"
"The Other Woman",2014,109,"Comedy,Romance",6,129558,"2010","Romance","Long"
"Wildlike",2014,104,"Adventure,Drama,Thriller",6.6,4269,"2010","Thriller","Just Nice"
"Baadshah",2013,164,"Action,Comedy",6.4,3986,"2010","Comedy","Extremely Long"
"The Four",2012,118,"Action,Crime,Fantasy",5.8,2133,"2010","Fantasy","Long"
"SOMM",2012,94,"Documentary",7,4353,"2010","Documentary","Short"
"The Devil's Carnival",2012,56,"Horror,Musical",6.4,4052,"2010","Horror","Very Short"
"Addicted",2014,106,"Drama,Thriller",5.2,8920,"2010","Drama","Long"
"Stuck in Love.",2012,97,"Comedy,Drama,Romance",7.2,82879,"2010","Drama","Short"
"Generation Iron",2013,106,"Documentary,Drama,Sport",7.1,7552,"2010","Sport","Long"
"Puella Magi Madoka Magica the Movie Part 1: Beginnings",2012,130,"Animation,Drama,Fantasy",7.7,1249,"2010","Fantasy","Extremely Long"
"Bicycling with Molière",2013,104,"Comedy,Drama",6.6,2701,"2010","Comedy","Just Nice"
"Eyjafjallajökull",2013,92,"Comedy",5.6,3661,"2010","Comedy","Short"
"Louis Theroux: Twilight of the Porn Stars",2012,60,"Documentary",7.3,1490,"2010","Documentary","Very Short"
"Move",2012,118,"Comedy",6.7,1326,"2010","Comedy","Long"
"Vanishing Waves",2012,124,"Romance,Sci-Fi,Thriller",6,2514,"2010","Thriller","Extremely Long"
"Montana",2014,108,"Action,Crime,Drama",5.4,1370,"2010","Drama","Long"
"Oblawa",2012,96,"Drama,Thriller,War",6.4,1163,"2010","War","Short"
"Aftermath",2012,107,"Drama,Fantasy,Thriller",7.3,3530,"2010","Thriller","Long"
"You Are God",2012,110,"Biography,Drama,Music",6.6,2254,"2010","Biography","Long"
"Did You... Score?",2012,104,"Comedy",5.7,1805,"2010","Comedy","Just Nice"
"Before Midnight",2013,109,"Drama,Romance",7.9,137981,"2010","Drama","Long"
"Transcendence",2014,119,"Action,Drama,Sci-Fi",6.3,214635,"2010","Action","Long"
"1000 Congratulations",2009,115,"Comedy,Drama,Fantasy",7.4,3593,"2005","Drama","Long"
"Bittersweet",2010,130,"Comedy,Drama",7.9,4772,"2010","Comedy","Extremely Long"
"Battle of the Damned",2013,88,"Action,Adventure,Horror",4.5,3674,"2010","Action","Very Short"
"Berserk: The Golden Age Arc I - The Egg of the King",2012,76,"Action,Adventure,Animation",7.6,10341,"2010","Adventure","Very Short"
"Bewildered Bolbol",2010,110,"Comedy,Romance",6.4,2161,"2010","Romance","Long"
"Liza the Fox-Fairy",2015,98,"Comedy,Fantasy,Romance",7.6,8179,"2015","Comedy","Just Nice"
"Lullaby",2014,117,"Drama",6.2,2537,"2010","Drama","Long"
"Jimmy P.",2013,117,"Biography,Drama,Thriller",6.1,2691,"2010","Thriller","Long"
"Yevadu",2014,165,"Action,Thriller",5.6,6477,"2010","Action","Extremely Long"
"The Bag Man",2014,108,"Action,Crime,Drama",5.2,16150,"2010","Action","Long"
"Abducted: The Carlina White Story",2012,86,"Mystery",6.7,1058,"2010","Mystery","Very Short"
"Kai Po Che",2013,130,"Drama,Sport",7.7,31238,"2010","Drama","Extremely Long"
"Daddy's Little Girl",2014,107,"Horror,Thriller",5.8,1289,"2010","Thriller","Long"
"Half of a Yellow Sun",2013,111,"Drama,Romance",6.1,1791,"2010","Romance","Long"
"Inequality for All",2013,89,"Documentary",8,6582,"2010","Documentary","Very Short"
"The Nun",2013,112,"Drama",6.4,1577,"2010","Drama","Long"
"Madea's Witness Protection",2012,114,"Comedy,Crime,Drama",4.9,9982,"2010","Drama","Long"
"Paulette",2012,87,"Comedy,Crime",6.6,6741,"2010","Comedy","Very Short"
"Run",2013,90,"Action,Romance,Thriller",4.7,1783,"2010","Action","Very Short"
"Somos Tão Jovens",2013,104,"Biography,Drama,Music",6.5,2052,"2010","Biography","Just Nice"
"The Timber",2015,81,"Action,Adventure,Drama",5,1429,"2015","Adventure","Very Short"
"Katy Perry: Part of Me",2012,93,"Documentary,Music",5.9,13284,"2010","Documentary","Short"
"Prosecuting Casey Anthony",2013,91,"Drama",5.8,1035,"2010","Drama","Short"
"A Hijacking",2012,103,"Drama,Thriller",7.2,15659,"2010","Thriller","Just Nice"
"The Hidden Child",2013,105,"Crime,Thriller",6.1,1736,"2010","Crime","Just Nice"
"Reaching for the Moon",2013,118,"Biography,Drama,Romance",7,2815,"2010","Drama","Long"
"Louder Than Bombs",2015,109,"Drama",6.6,11686,"2015","Drama","Long"
"4 Minute Mile",2014,96,"Drama,Sport",6.3,2689,"2010","Sport","Short"
"Closed Circuit",2013,96,"Crime,Drama,Mystery",6.2,21483,"2010","Drama","Short"
"Ustad Hotel",2012,151,"Comedy,Drama,Family",8.3,11332,"2010","Comedy","Extremely Long"
"Crawl or Die",2014,90,"Action,Horror,Mystery",4.1,1574,"2010","Action","Very Short"
"Fill the Void",2012,90,"Drama,Romance",6.7,3642,"2010","Drama","Very Short"
"Seymour: An Introduction",2014,84,"Biography,Documentary,Music",7.4,1005,"2010","Music","Very Short"
"Vai que dá Certo",2013,110,"Comedy",5.8,1244,"2010","Comedy","Long"
"Bad 25",2012,131,"Documentary,Music",7.9,1993,"2010","Documentary","Extremely Long"
"Return to Nim's Island",2013,90,"Adventure,Family,Fantasy",5,1622,"2010","Fantasy","Very Short"
"Dear Mr. Watterson",2013,89,"Documentary",6.4,1774,"2010","Documentary","Very Short"
"We Are the Nobles",2013,108,"Comedy",7.3,8883,"2010","Comedy","Long"
"1920: Evil Returns",2012,124,"Drama,Horror,Romance",4.8,1710,"2010","Horror","Extremely Long"
"Draft Day",2014,110,"Drama,Sport",6.8,53411,"2010","Sport","Long"
"Home",2015,94,"Adventure,Animation,Comedy",6.6,90774,"2015","Comedy","Short"
"The Goods",2012,115,"Action,Crime,Drama",7,1893,"2010","Drama","Long"
"Lootera",2013,136,"Drama,Romance",7.3,14526,"2010","Drama","Extremely Long"
"Second Chances",2013,84,"Drama,Romance",7.1,1483,"2010","Romance","Very Short"
"The Quiet Ones",2014,98,"Horror,Mystery,Thriller",5.1,19023,"2010","Horror","Just Nice"
"Rebel",2012,168,"Action,Comedy,Drama",4.7,1505,"2010","Comedy","Extremely Long"
"Geography Club",2013,84,"Comedy,Drama",6.5,5395,"2010","Drama","Very Short"
"Mystery Road",2013,121,"Crime,Drama,Thriller",6.6,6368,"2010","Drama","Extremely Long"
"Nightlight",2015,85,"Horror,Thriller",4.4,1916,"2015","Horror","Very Short"
"Rise of the Zombies",2012,89,"Action,Adventure,Drama",4,3192,"2010","Action","Very Short"
"Bent",2018,96,"Crime,Thriller",5.2,3887,"2015","Thriller","Short"
"Jue di tao wang",2016,107,"Action,Adventure,Comedy",5.7,18962,"2015","Adventure","Long"
"White Bird in a Blizzard",2014,91,"Drama,Mystery,Thriller",6.4,26719,"2010","Drama","Short"
"The Stranger",2014,93,"Drama,Horror,Mystery",4.9,2632,"2010","Drama","Short"
"Kadhalil Sodhappuvadhu Yeppadi",2012,127,"Comedy,Romance",7.1,1284,"2010","Comedy","Extremely Long"
"Love in the Buff",2012,112,"Comedy,Romance",6.8,1646,"2010","Romance","Long"
"Mushrooming",2012,93,"Adventure,Comedy,Thriller",6.8,1105,"2010","Adventure","Short"
"Valerian and the City of a Thousand Planets",2017,136,"Action,Adventure,Fantasy",6.5,159087,"2015","Action","Extremely Long"
"Think Like a Man Too",2014,106,"Comedy,Romance",5.8,19601,"2010","Romance","Long"
"Bad Boy Street",2012,80,"Drama,Romance",6.1,1038,"2010","Drama","Very Short"
"Planet Ocean",2012,94,"Documentary",7.9,1403,"2010","Documentary","Short"
"The Color Purple",2010,97,"Drama,Thriller",6.5,1538,"2010","Thriller","Short"
"White Rabbit",2013,90,"Drama",6,1200,"2010","Drama","Very Short"
"Money Monster",2016,98,"Crime,Drama,Thriller",6.5,92989,"2015","Drama","Just Nice"
"Outpost: Rise of the Spetsnaz",2013,87,"Action,Horror,Sci-Fi",5.1,2101,"2010","Action","Very Short"
"An American Ghost Story",2012,95,"Horror",4.3,1164,"2010","Horror","Short"
"Thesis on a Homicide",2013,106,"Crime,Mystery,Thriller",6.3,7282,"2010","Mystery","Long"
"Restless",2012,180,"Drama,Romance",7.1,2848,"2010","Drama","Extremely Long"
"Under the Rainbow",2013,112,"Comedy,Drama,Romance",5.8,1249,"2010","Romance","Long"
"Drown",2015,93,"Drama,Romance,Sport",5.6,1255,"2015","Romance","Short"
"Horsehead",2014,89,"Fantasy,Horror,Mystery",4.9,1629,"2010","Fantasy","Very Short"
"Final Cut: Ladies and Gentlemen",2012,84,"Comedy,Drama,Romance",8.1,2285,"2010","Drama","Very Short"
"Kvarteret Skatan reser till Laholm",2012,84,"Comedy",5.2,1009,"2010","Comedy","Very Short"
"I'm So Excited!",2013,90,"Comedy",5.6,21617,"2010","Comedy","Very Short"
"Patlak Sokaklar: Gerzomat",2012,88,"Comedy",5.6,1602,"2010","Comedy","Very Short"
"A Haunted House",2013,86,"Comedy,Fantasy,Horror",5,43274,"2010","Horror","Very Short"
"The Snow Queen",2012,80,"Adventure,Animation,Family",5.4,2283,"2010","Family","Very Short"
"Trouble Is My Business",2018,116,"Action,Adventure,Crime",6.2,1813,"2015","Crime","Long"
"Halima's Path",2012,97,"Drama,War",8.1,1912,"2010","Drama","Short"
"Heaven Adores You",2014,104,"Biography,Documentary,Drama",6.9,1044,"2010","Documentary","Just Nice"
"I Give It a Year",2013,97,"Comedy,Romance",5.7,35338,"2010","Comedy","Short"
"Can't Complain",2007,113,"Comedy,Drama,Mystery",7.4,3195,"2005","Drama","Long"
"Miss You Already",2015,112,"Comedy,Drama,Romance",6.8,17186,"2015","Drama","Long"
"Modest Reception",2012,100,"Comedy,Drama",6.7,1802,"2010","Drama","Just Nice"
"Big Hero 6",2014,102,"Action,Adventure,Animation",7.8,403698,"2010","Action","Just Nice"
"Supremacy",2014,110,"Drama,Thriller",5.7,4433,"2010","Drama","Long"
"The Cut",2014,138,"Adventure,Drama,History",6.3,5123,"2010","History","Extremely Long"
"The History of Future Folk",2012,86,"Comedy,Music,Sci-Fi",7.2,2118,"2010","Comedy","Very Short"
"The Source Family",2012,98,"Documentary,Music",6.9,1064,"2010","Music","Just Nice"
"Carry on Jatta",2012,143,"Comedy",8.3,2942,"2010","Comedy","Extremely Long"
"An Honest Liar",2014,90,"Biography,Comedy,Documentary",7.5,9168,"2010","Biography","Very Short"
"Ghanchakkar",2013,137,"Comedy,Crime,Thriller",5.8,4674,"2010","Comedy","Extremely Long"
"Maattrraan",2012,165,"Action,Sci-Fi,Thriller",6,4823,"2010","Sci-Fi","Extremely Long"
"Back in the Day",2014,94,"Comedy",5,1655,"2010","Comedy","Short"
"Tricked: The Documentary",2013,73,"Crime,Documentary",6,1466,"2010","Documentary","Very Short"
"Rent-a-Cat",2012,110,"Comedy,Drama",6.9,1519,"2010","Comedy","Long"
"When the Game Stands Tall",2014,115,"Drama,Sport",6.7,15200,"2010","Sport","Long"
"Kano",2014,185,"Biography,Drama,History",7.8,2081,"2010","Drama","Extremely Long"
"2016: Obama's America",2012,87,"Documentary",5,10356,"2010","Documentary","Very Short"
"Thattathin Marayathu",2012,127,"Drama,Musical,Romance",7.4,3464,"2010","Drama","Extremely Long"
"Departure",2015,109,"Drama,Romance",6.7,2015,"2015","Romance","Long"
"2 + 2",2012,103,"Comedy,Drama,Romance",6.3,2060,"2010","Drama","Just Nice"
"The Forgiven",2017,115,"Thriller",5.9,1907,"2015","Thriller","Long"
"Zulu",2013,110,"Crime,Drama,Thriller",6.7,17559,"2010","Thriller","Long"
"SAGA: Curse of the Shadow",2013,111,"Action,Adventure,Fantasy",4.9,3284,"2010","Adventure","Long"
"Tulpa: Demon of Desire",2012,84,"Horror,Thriller",4.7,1002,"2010","Thriller","Very Short"
"Spider-Man: Homecoming",2017,133,"Action,Adventure,Sci-Fi",7.4,499048,"2015","Adventure","Extremely Long"
"Dark Was the Night",2014,90,"Drama,Horror,Thriller",5.6,8763,"2010","Thriller","Very Short"
"Gutshot Straight",2014,85,"Action,Crime,Thriller",3.7,1452,"2010","Thriller","Very Short"
"Family United",2013,95,"Comedy",6.2,4180,"2010","Comedy","Short"
"Soar Into the Sun",2012,113,"Action,Drama,Romance",6,1522,"2010","Drama","Long"
"Camille Rewinds",2012,115,"Comedy,Drama,Romance",6.3,2579,"2010","Drama","Long"
"Aiyyaa",2012,152,"Comedy,Romance",4.4,1675,"2010","Romance","Extremely Long"
"De verbouwing",2012,101,"Thriller",6,1295,"2010","Thriller","Just Nice"
"Hitched for the Holidays",2012,87,"Drama,Romance",6.5,1756,"2010","Drama","Very Short"
"Metal Brothers",2012,100,"Comedy",4.6,1852,"2010","Comedy","Just Nice"
"The Staircase II: The Last Chance",2013,130,"Crime,Documentary,Drama",7.5,2070,"2010","Drama","Extremely Long"
"$ellebrity",2012,89,"Documentary",5.5,1014,"2010","Documentary","Very Short"
"Beyond the Hills",2012,152,"Drama",7.5,11380,"2010","Drama","Extremely Long"
"Two Men in Town",2014,120,"Drama",5.7,1977,"2010","Drama","Extremely Long"
"The Fly",2012,145,"Action,Fantasy",7.7,21010,"2010","Action","Extremely Long"
"Fading Gigolo",2013,90,"Comedy,Romance",6.2,23496,"2010","Comedy","Very Short"
"Mamy",2012,103,"Comedy,Drama",6.7,2565,"2010","Comedy","Just Nice"
"Wadjda",2012,98,"Comedy,Drama",7.5,18556,"2010","Drama","Just Nice"
"4 Moons",2014,110,"Drama,Romance",7.5,3839,"2010","Romance","Long"
"Leap!",2016,89,"Adventure,Animation,Comedy",6.8,19232,"2015","Animation","Very Short"
"Black Sea",2014,114,"Adventure,Drama,Thriller",6.4,34335,"2010","Thriller","Long"
"A Five Star Life",2013,85,"Drama,Romance",6.2,2359,"2010","Romance","Very Short"
"Evim Sensin",2012,91,"Fantasy,Romance",5,5335,"2010","Romance","Short"
"Dzhungli",2012,80,"Adventure,Comedy",5,1059,"2010","Comedy","Very Short"
"The Gilded Cage",2013,90,"Comedy,Drama",7.2,9584,"2010","Drama","Very Short"
"Kalakalappu",2012,135,"Comedy",6.9,1048,"2010","Comedy","Extremely Long"
"Sunset Song",2015,135,"Drama",6.4,3299,"2015","Drama","Extremely Long"
"The Book of Life",2014,95,"Adventure,Animation,Comedy",7.3,63528,"2010","Adventure","Short"
"Spud 2: The Madness Continues",2013,91,"Comedy",6.3,1081,"2010","Comedy","Short"
"The Good Neighbor",2016,98,"Crime,Drama,Horror",6.3,15593,"2015","Horror","Just Nice"
"Long Way North",2015,81,"Adventure,Animation,Drama",7.3,2660,"2015","Adventure","Very Short"
"More Than Honey",2012,95,"Documentary",7.6,3969,"2010","Documentary","Short"
"Dragon Ball Z: Battle of Gods",2013,85,"Action,Adventure,Animation",7.2,25951,"2010","Animation","Very Short"
"The Raid 2",2014,150,"Action,Crime,Thriller",8,112755,"2010","Crime","Extremely Long"
"Blood Brother",2013,92,"Documentary",8.3,1581,"2010","Documentary","Short"
"Bumboo",2012,126,"Comedy",6.1,1192,"2010","Comedy","Extremely Long"
"Ishq",2012,160,"Comedy,Romance",7.3,1611,"2010","Comedy","Extremely Long"
"Drinking Buddies",2013,90,"Comedy,Drama,Romance",6.1,55629,"2010","Romance","Very Short"
"The Lifeguard",2013,98,"Drama,Romance",5.6,13973,"2010","Romance","Just Nice"
"Second Show",2012,126,"Action,Crime",7.1,1578,"2010","Action","Extremely Long"
"Hemlock Society",2012,135,"Comedy,Drama,Romance",7.4,2773,"2010","Comedy","Extremely Long"
"Vulgaria",2012,93,"Comedy",6.3,1331,"2010","Comedy","Short"
"Bad Milo",2013,85,"Comedy,Horror",5.6,6823,"2010","Comedy","Very Short"
"Eat with Me",2014,95,"Comedy,Drama,Romance",6.9,1180,"2010","Comedy","Short"
"Hellboy",2019,120,"Action,Adventure,Fantasy",5.2,75761,"2015","Fantasy","Extremely Long"
"Berlin, I Love You",2019,120,"Drama,Romance",4.6,2382,"2015","Romance","Extremely Long"
"Gori Tere Pyaar Mein!",2013,150,"Comedy,Drama,Romance",4.9,3470,"2010","Comedy","Extremely Long"
"The Revolution Has Begun",2013,152,"Drama",5.9,4842,"2010","Drama","Extremely Long"
"Vegetarian Cannibal",2012,85,"Crime,Drama",7.2,2327,"2010","Crime","Very Short"
"Redirected",2014,99,"Action,Comedy,Crime",6.6,33280,"2010","Comedy","Just Nice"
"Les profs",2013,88,"Comedy",5.2,3177,"2010","Comedy","Very Short"
"The Man Who Saved the World",2014,110,"Biography,Documentary,Drama",7.6,1916,"2010","Drama","Long"
"Finding Dory",2016,97,"Adventure,Animation,Comedy",7.3,235505,"2015","Adventure","Short"
"Exploding Sun",2013,174,"Action,Adventure,Drama",3.7,1273,"2010","Drama","Extremely Long"
"The Grand Budapest Hotel",2014,99,"Adventure,Comedy,Crime",8.1,692877,"2010","Adventure","Just Nice"
"American Dreams in China",2013,112,"Drama",7,2078,"2010","Drama","Long"
"Blue Is the Warmest Colour",2013,180,"Drama,Romance",7.7,136361,"2010","Drama","Extremely Long"
"Love the Coopers",2015,107,"Comedy,Fantasy,Romance",5.8,19888,"2015","Comedy","Long"
"The SpongeBob Movie: Sponge Out of Water",2015,92,"Action,Adventure,Animation",6,47895,"2015","Adventure","Short"
"Johan Falk: Kodnamn: Lisa",2012,106,"Action,Crime,Thriller",7.5,2813,"2010","Thriller","Long"
"Clear History",2013,101,"Comedy",6.5,17094,"2010","Comedy","Just Nice"
"Return to Nuke 'Em High Volume 1",2013,85,"Action,Comedy,Drama",5.5,1873,"2010","Comedy","Very Short"
